index	STRING_id
187	10090.ENSMUSP00000001706
188	10090.ENSMUSP00000001709
189	10090.ENSMUSP00000001711
190	10090.ENSMUSP00000001712
191	10090.ENSMUSP00000001713
192	10090.ENSMUSP00000001715
193	10090.ENSMUSP00000001716
194	10090.ENSMUSP00000001720
195	10090.ENSMUSP00000001722
196	10090.ENSMUSP00000001724
197	10090.ENSMUSP00000001757
198	10090.ENSMUSP00000001780
199	10090.ENSMUSP00000001792
200	10090.ENSMUSP00000001802
201	10090.ENSMUSP00000001809
202	10090.ENSMUSP00000001812
203	10090.ENSMUSP00000001818
204	10090.ENSMUSP00000001824
205	10090.ENSMUSP00000001825
206	10090.ENSMUSP00000001834
207	10090.ENSMUSP00000001836
208	10090.ENSMUSP00000001845
209	10090.ENSMUSP00000001854
210	10090.ENSMUSP00000001872
211	10090.ENSMUSP00000001878
212	10090.ENSMUSP00000001884
213	10090.ENSMUSP00000001900
214	10090.ENSMUSP00000001920
215	10090.ENSMUSP00000001921
216	10090.ENSMUSP00000001927
217	10090.ENSMUSP00000001950
218	10090.ENSMUSP00000001963
219	10090.ENSMUSP00000001965
220	10090.ENSMUSP00000001974
221	10090.ENSMUSP00000001975
222	10090.ENSMUSP00000001989
223	10090.ENSMUSP00000002011
224	10090.ENSMUSP00000002013
225	10090.ENSMUSP00000002029
226	10090.ENSMUSP00000002043
227	10090.ENSMUSP00000002044
228	10090.ENSMUSP00000002048
229	10090.ENSMUSP00000002053
230	10090.ENSMUSP00000002063
231	10090.ENSMUSP00000002064
232	10090.ENSMUSP00000002079
233	10090.ENSMUSP00000002080
234	10090.ENSMUSP00000002081
235	10090.ENSMUSP00000002084
236	10090.ENSMUSP00000002091
237	10090.ENSMUSP00000002095
238	10090.ENSMUSP00000002099
239	10090.ENSMUSP00000002101
240	10090.ENSMUSP00000002112
241	10090.ENSMUSP00000002121
242	10090.ENSMUSP00000002133
243	10090.ENSMUSP00000002152
244	10090.ENSMUSP00000002172
245	10090.ENSMUSP00000002180
246	10090.ENSMUSP00000002198
247	10090.ENSMUSP00000002259
248	10090.ENSMUSP00000002275
249	10090.ENSMUSP00000002280
250	10090.ENSMUSP00000002284
251	10090.ENSMUSP00000002289
252	10090.ENSMUSP00000002291
253	10090.ENSMUSP00000002292
254	10090.ENSMUSP00000002298
255	10090.ENSMUSP00000002303
256	10090.ENSMUSP00000002305
257	10090.ENSMUSP00000002320
258	10090.ENSMUSP00000002327
259	10090.ENSMUSP00000002350
260	10090.ENSMUSP00000002360
261	10090.ENSMUSP00000002379
262	10090.ENSMUSP00000002395
263	10090.ENSMUSP00000002397
264	10090.ENSMUSP00000002400
265	10090.ENSMUSP00000002403
266	10090.ENSMUSP00000002412
267	10090.ENSMUSP00000002418
268	10090.ENSMUSP00000002436
269	10090.ENSMUSP00000002444
270	10090.ENSMUSP00000002445
271	10090.ENSMUSP00000002452
272	10090.ENSMUSP00000002456
273	10090.ENSMUSP00000002457
274	10090.ENSMUSP00000002466
275	10090.ENSMUSP00000002469
276	10090.ENSMUSP00000002473
277	10090.ENSMUSP00000002487
278	10090.ENSMUSP00000002495
279	10090.ENSMUSP00000002502
280	10090.ENSMUSP00000002518
281	10090.ENSMUSP00000002529
282	10090.ENSMUSP00000002551
283	10090.ENSMUSP00000002572
284	10090.ENSMUSP00000002588
285	10090.ENSMUSP00000002603
286	10090.ENSMUSP00000002625
287	10090.ENSMUSP00000002640
288	10090.ENSMUSP00000002655
289	10090.ENSMUSP00000002663
290	10090.ENSMUSP00000002677
291	10090.ENSMUSP00000002678
292	10090.ENSMUSP00000002683
293	10090.ENSMUSP00000002699
294	10090.ENSMUSP00000002708
295	10090.ENSMUSP00000002710
296	10090.ENSMUSP00000002733
297	10090.ENSMUSP00000002735
298	10090.ENSMUSP00000002737
299	10090.ENSMUSP00000002740
300	10090.ENSMUSP00000002757
301	10090.ENSMUSP00000002765
302	10090.ENSMUSP00000002790
303	10090.ENSMUSP00000002805
304	10090.ENSMUSP00000002808
305	10090.ENSMUSP00000002809
306	10090.ENSMUSP00000002818
307	10090.ENSMUSP00000002825
308	10090.ENSMUSP00000002837
309	10090.ENSMUSP00000002839
310	10090.ENSMUSP00000002840
311	10090.ENSMUSP00000002844
312	10090.ENSMUSP00000002846
313	10090.ENSMUSP00000002848
314	10090.ENSMUSP00000002855
315	10090.ENSMUSP00000002880
316	10090.ENSMUSP00000002883
317	10090.ENSMUSP00000002885
318	10090.ENSMUSP00000002889
319	10090.ENSMUSP00000002891
320	10090.ENSMUSP00000002902
321	10090.ENSMUSP00000002914
322	10090.ENSMUSP00000002923
323	10090.ENSMUSP00000002924
324	10090.ENSMUSP00000002925
325	10090.ENSMUSP00000002976
326	10090.ENSMUSP00000002979
327	10090.ENSMUSP00000002989
328	10090.ENSMUSP00000003017
329	10090.ENSMUSP00000003027
330	10090.ENSMUSP00000003029
331	10090.ENSMUSP00000003035
332	10090.ENSMUSP00000003038
333	10090.ENSMUSP00000003044
334	10090.ENSMUSP00000003049
335	10090.ENSMUSP00000003061
336	10090.ENSMUSP00000003071
337	10090.ENSMUSP00000003100
338	10090.ENSMUSP00000003117
339	10090.ENSMUSP00000003121
340	10090.ENSMUSP00000003123
341	10090.ENSMUSP00000003135
342	10090.ENSMUSP00000003137
343	10090.ENSMUSP00000003152
344	10090.ENSMUSP00000003154
345	10090.ENSMUSP00000003183
346	10090.ENSMUSP00000003207
347	10090.ENSMUSP00000003238
348	10090.ENSMUSP00000003268
349	10090.ENSMUSP00000003274
350	10090.ENSMUSP00000003284
351	10090.ENSMUSP00000003290
352	10090.ENSMUSP00000003310
353	10090.ENSMUSP00000003312
354	10090.ENSMUSP00000003313
355	10090.ENSMUSP00000003319
356	10090.ENSMUSP00000003320
357	10090.ENSMUSP00000003360
358	10090.ENSMUSP00000003369
359	10090.ENSMUSP00000003370
360	10090.ENSMUSP00000003386
361	10090.ENSMUSP00000003434
362	10090.ENSMUSP00000003436
363	10090.ENSMUSP00000003438
364	10090.ENSMUSP00000003444
365	10090.ENSMUSP00000003445
366	10090.ENSMUSP00000003450
367	10090.ENSMUSP00000003451
368	10090.ENSMUSP00000003459
369	10090.ENSMUSP00000003468
370	10090.ENSMUSP00000003469
371	10090.ENSMUSP00000003501
372	10090.ENSMUSP00000003512
373	10090.ENSMUSP00000003513
374	10090.ENSMUSP00000003521
375	10090.ENSMUSP00000003529
376	10090.ENSMUSP00000003536
377	10090.ENSMUSP00000003550
378	10090.ENSMUSP00000003554
379	10090.ENSMUSP00000003561
380	10090.ENSMUSP00000003569
381	10090.ENSMUSP00000003572
382	10090.ENSMUSP00000003574
383	10090.ENSMUSP00000003575
384	10090.ENSMUSP00000003597
385	10090.ENSMUSP00000003620
386	10090.ENSMUSP00000003621
387	10090.ENSMUSP00000003622
388	10090.ENSMUSP00000003635
389	10090.ENSMUSP00000003640
390	10090.ENSMUSP00000003642
391	10090.ENSMUSP00000003645
392	10090.ENSMUSP00000003655
393	10090.ENSMUSP00000003659
394	10090.ENSMUSP00000003677
395	10090.ENSMUSP00000003681
396	10090.ENSMUSP00000003687
397	10090.ENSMUSP00000003705
398	10090.ENSMUSP00000003717
399	10090.ENSMUSP00000003720
400	10090.ENSMUSP00000003726
401	10090.ENSMUSP00000003754
402	10090.ENSMUSP00000003759
403	10090.ENSMUSP00000003762
404	10090.ENSMUSP00000003808
405	10090.ENSMUSP00000003818
406	10090.ENSMUSP00000003826
407	10090.ENSMUSP00000003843
408	10090.ENSMUSP00000003850
409	10090.ENSMUSP00000003857
410	10090.ENSMUSP00000003870
411	10090.ENSMUSP00000003876
412	10090.ENSMUSP00000003898
413	10090.ENSMUSP00000003906
414	10090.ENSMUSP00000003907
415	10090.ENSMUSP00000003910
416	10090.ENSMUSP00000003912
417	10090.ENSMUSP00000003946
418	10090.ENSMUSP00000003947
419	10090.ENSMUSP00000003961
420	10090.ENSMUSP00000003964
421	10090.ENSMUSP00000003971
422	10090.ENSMUSP00000003981
423	10090.ENSMUSP00000004036
424	10090.ENSMUSP00000004050
425	10090.ENSMUSP00000004051
426	10090.ENSMUSP00000004054
